ID;Especialidad;Marca;Pais_Origen;Variedad_tipo_cafe;Nombre_producto;Description;Fuente_puntuacion;Puntuacion_oficial;Notas_cata;Formato_cafe;Cafeina;Tueste;Proceso;Ratio_recomendado;Molienda_recomendada;Aroma;Sabor;Retrogusto;Acidez;Cuerpo;Uniformidad;Dulzura;Total_puntuacion;cod_barras;url_image;url_producto
CG-decaf-don-jebrile-mexico-floco;Arábica;FLOCO COFFEE ROASTERS;México;;Decaf Don Jebrile;Decaf Don Jebrile (FLOCO COFFEE ROASTERS) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Ideal para tarde-noche: sabor de verdad sin el empujón de la cafeína.;;;brillante, equilibrado, dulzor, suave, definido;grano;no;medio;lavado, descafeinado;;media;6;8;8;10;8;10;8;58;;https://cafegourmet.es/1278-large_default/decaf-don-jebrile-mexico-floco.jpg;https://cafegourmet.es/en/decaf/decaf-don-jebrile-mexico-floco.html
CG-the-purple-one-gigante;Arábica;GIGANTE COFFEE;Colombia;Tabi;The Purple One;The Purple One (GIGANTE COFFEE) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;caramelo, fruta tropical, brillante, definido, dulzor;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1473-large_default/specialty-coffee-from-colombia-the-purple-one-gigante.jpg;https://cafegourmet.es/en/colombia/specialty-coffee-from-colombia-the-purple-one-gigante.html
CG-the-green-gigante;Arábica;GIGANTE COFFEE;Colombia;Castillo;The Green;The Green (GIGANTE COFFEE) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Hecho para empezar el día con una sonrisa (y una taza sólida). Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;taza limpia, caramelo, fruta tropical, dulzor, manzana;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1474-large_default/specialty-coffee-from-colombia-the-green-gigante.jpg;https://cafegourmet.es/en/colombia/specialty-coffee-from-colombia-the-green-gigante.html
CG-floral-symphony-atmans;Arábica;ATMAN'S COFFEE;Colombia;Ombligon;Floral Symphony;Floral Symphony (ATMAN'S COFFEE) trae un perfil que recuerda a panela y cacao. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;manzana, fruta tropical, equilibrio, panela, cacao;grano;si;Medio;natural;;media;10;8;8;8;10;6;10;60;;https://cafegourmet.es/1477-large_default/specialty-coffee-from-colombia-floral-symphony-atmans.jpg;https://cafegourmet.es/en/colombia/specialty-coffee-from-colombia-floral-symphony-atmans.html
CG-gravelaso-honduras-wattios;Arábica;WATTIOS COFFEE;Honduras;;Gravelaso - Honduras;Gravelaso - Honduras (WATTIOS COFFEE) trae un perfil que recuerda a suave, dulce y reconfortante. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;cacao, frutos secos, dulzor, fruta madura, miel;grano;si;medio;No especificado;;media;8;8;8;8;8;8;8;56;;https://cafegourmet.es/1390-large_default/specialty-coffee-from-honduras-gravelaso-wattios.jpg;https://cafegourmet.es/en/omni-roast/specialty-coffee-from-honduras-gravelaso-wattios.html
CG-sprint-ethiopia-wattios;Arábica;WATTIOS COFFEE;Etiopía;;Sprint - Ethiopia;Sprint - Ethiopia (WATTIOS COFFEE) trae un perfil que recuerda a bergamota y flores. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto.;;;dulzor, taza limpia, jazmín, brillante, cítrico;grano;si;medio;lavado;;media;10;8;10;10;8;10;8;64;;https://cafegourmet.es/1389-large_default/sprint-ethiopia.jpg;https://cafegourmet.es/en/ethiopia/sprint-ethiopia-wattios.html
CG-honduras-gaia-honey-afortunato;Arábica;AFORTUNATO;Honduras;Catuaí, Bourbon, Lempira;Gaia Honey - Honduras;Gaia Honey - Honduras (AFORTUNATO) trae un perfil que recuerda a cacao y fruta madura. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida). Dulzor clásico y redondo, muy fácil de disfrutar.;;;miel, equilibrado, frutos secos, dulzor, equilibrio;grano;si;medio;natural;;media;10;8;8;8;10;6;10;60;;https://cafegourmet.es/1475-large_default/gaia-honey-honduras.jpg;https://cafegourmet.es/en/honduras/gaia-honey-honduras-afortunato.html
CG-capsulas-decaf-mexico-afortunato;Arábica;AFORTUNATO;México;Catimor, Caturra, Sarchimor;Decaf Specialty coffee capsules;Decaf Specialty coffee capsules (AFORTUNATO) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Consistencia y rapidez para el día a día. Ideal para tarde-noche: sabor de verdad sin el empujón de la cafeína. De los que ganan puntos a medida que se enfría la taza.;;;equilibrio, definido, intenso, cacao, tostado;capsula;no;Medio;lavado, Mountain Water;;media;6;6;6;6;6;6;6;42;;https://cafegourmet.es/409-medium_default/decaf-specialty-coffee-capsules-santa-fe-mexico-afortunato.jpg;https://cafegourmet.es/en/compostable-coffee-capsules/decaf-specialty-coffee-capsules-santa-fe-mexico-afortunato.html
CG-capsulas-sumatra-ketiara-afortunato;Arábica;AFORTUNATO;Indonesia;Catimor, Caturra, Typica;Coffee Capsules - Ketiara Women's Cooperative - Sumatra;Coffee Capsules - Ketiara Women's Cooperative - Sumatra (AFORTUNATO) trae un perfil que recuerda a especias, cacao y cuerpo. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Todo el sabor, cero complicaciones: pulsas y listo. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;tabaco, cacao, crema, equilibrio, tierra húmeda;capsula;si;Medio;Giling Basah;;media;6;6;6;6;6;6;6;42;;https://cafegourmet.es/1476-large_default/coffee-capsules-from-sumatra-coop-ketiara-women-afortuanto.jpg;https://cafegourmet.es/en/compostable-coffee-capsules/coffee-capsules-from-sumatra-coop-ketiara-women-afortuanto.html
CG-decaf-chiapas-mexico-afortunato;Arábica;AFORTUNATO;México;Catimor, Caturra, Sachimor;Decaf Chiapas - México;Decaf Chiapas - México (AFORTUNATO) trae un perfil que recuerda a una taza versátil y disfrutona. Su descafeinado respetuoso lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Ideal para tarde-noche: sabor de verdad sin el empujón de la cafeína. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;dulzor, frutos secos, aroma amable, suave, equilibrado;grano;no;Medio;Mountain Water;;media;6;8;6;8;8;8;8;52;;https://cafegourmet.es/1045-large_default/specialty-coffee-decaf-chiapas-mexico.jpg;https://cafegourmet.es/en/decaf/specialty-coffee-decaf-chiapas-mexico.html
CG-san-sebastian-colombia-afortunato;Arábica;AFORTUNATO;Colombia;Tabi, Castillo, Colombia Yellow;San Sebastian - Colombia;San Sebastian - Colombia (AFORTUNATO) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;fruta tropical, taza limpia, equilibrio, cacao, manzana;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1916-large_default/specialty-coffee-from-colombia-san-sebastian-afortunato.jpg;https://cafegourmet.es/en/omni-roast/specialty-coffee-from-colombia-san-sebastian-afortunato.html
CG-kenya-kamwangi-atmans;Arábica;Atmans;Kenya;Batian, Ruiru, SL28;Kamwangi;Kamwangi (Atmans) trae un perfil que recuerda a grosella y frutos rojos. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto. Perfil vibrante y jugoso: muy de ‘wow’ en taza.;;;taza limpia, grosella, frutos rojos, vino, brillante;grano;si;Medio;lavado;;media;10;8;10;10;8;10;8;64;;https://cafegourmet.es/1635-large_default/specialty-coffee-from-kenya-kamwangi-atmans.jpg;https://cafegourmet.es/en/kenya/specialty-coffee-from-kenya-kamwangi-atmans.html
CG-kenya-kiamugumo-atmans;Arábica;Atmans;Kenya;Batian, Ruiru, SL28;Kiamugumo;Kiamugumo (Atmans) trae un perfil que recuerda a pomelo y mora. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. Perfil vibrante y jugoso: muy de ‘wow’ en taza.;;;grosella, acidez brillante, definido, taza limpia, pomelo;grano;si;Medio;lavado;;media;10;8;10;10;8;10;8;64;;https://cafegourmet.es/1637-large_default/specialty-coffee-from-kenya-kiamugumo-atmans.jpg;https://cafegourmet.es/en/kenya/specialty-coffee-from-kenya-kiamugumo-atmans.html
CG-burundi-ryirengeye-hill-atmans;Arábica;Atmans;Burundi;Bourbon;Ryirengeye Hill;Ryirengeye Hill (Atmans) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida). Dulzor clásico y redondo, muy fácil de disfrutar.;;;caramelo, taza limpia, definido, equilibrado, aroma amable;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1847-home_default/specialty-coffee-from-burundi-ryirengeye-hill-atmans-coffee.jpg;https://cafegourmet.es/en/espresso/specialty-coffee-from-burundi-ryirengeye-hill-atmans-coffee.html
CG-costa-rica-tres-milagros-black-honey-sensorial;Arábica;Sensorial;Costa Rica;Bourbon;Tres Milagros Black Honey;Tres Milagros Black Honey (Sensorial) trae un perfil que recuerda a taza muy limpia y aromática. Su proceso honey lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Dulzor clásico y redondo, muy fácil de disfrutar.;;;equilibrio, miel, melaza, caramelo, taza limpia;grano;si;Medio;honey;;media;10;8;8;8;10;8;10;62;;https://cafegourmet.es/1701-large_default/specialty-coffee-from-costa-rica-tres-milagros-black-honey-sensorial.jpg;https://cafegourmet.es/en/costa-rica/specialty-coffee-from-costa-rica-tres-milagros-black-honey-sensorial.html
CG-costa-rica-tres-milagros-red-bourbon-sensorial;Arábica;Sensorial;Costa Rica;Bourbon;Tres Milagros Red Bourbon;Tres Milagros Red Bourbon (Sensorial) trae un perfil que recuerda a taza muy limpia y aromática. Su proceso honey lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Hecho para empezar el día con una sonrisa (y una taza sólida). Dulzor clásico y redondo, muy fácil de disfrutar.;;;dulzor, cítrico, miel, floral, fruta de hueso;grano;si;Medio;honey;;media;10;8;8;8;10;8;10;62;;https://cafegourmet.es/1885-large_default/specialty-coffee-from-costa-rica-tres-milagros-red-bourbon-sensorial.jpg;https://cafegourmet.es/en/costa-rica/specialty-coffee-from-costa-rica-tres-milagros-red-bourbon-sensorial.html
CG-el-salvador-red-bourbon-sensorial;Arábica;Sensorial;El Salvador;Bourbon;Red Bourbon;Red Bourbon (Sensorial) trae un perfil que recuerda a nuez, cacao y final largo. Su fermentación anaeróbica lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto. Dulzor clásico y redondo, muy fácil de disfrutar.;;;dulzor, fermentación, miel, melaza, textura sedosa;grano;si;Medio;anaeróbico, honey;;media;10;10;10;8;10;8;10;66;;https://cafegourmet.es/1884-large_default/specialty-coffee-from-el-salvador-red-bourbon-sensorial-coffee.jpg;https://cafegourmet.es/en/el-salvador/specialty-coffee-from-el-salvador-red-bourbon-sensorial.html
CG-capsulas-colombia-san-jose-afortunato;Arábica;Afortunato;Colombia;Caturra, Colombia, Castillo;Coffee Capsules;Coffee Capsules (Afortunato) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Cuando quieres una taza buena en segundos, sin historias. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;equilibrio, taza limpia, manzana, cacao, tostado;capsula;si;Medio;lavado;;media;6;6;6;6;6;6;6;42;;https://cafegourmet.es/1050-large_default/specialty-coffee-capsules-from-colombia-san-jose.jpg;https://cafegourmet.es/en/compostable-coffee-capsules/specialty-coffee-capsules-from-colombia-San-jose.html
CG-san-jose-inza-colombia-afortunato;Arábica;Afortunato;Colombia;;San José, Inza;San José, Inza (Afortunato) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;cacao, manzana, caramelo, fruta tropical, definido;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1049-large_default/specialty-coffee-san-jose-colombia-afortunato.jpg;https://cafegourmet.es/en/omni-roast/specialty-coffee-san-jose-colombia-afortunato.html
CG-guatemala-los-manantiales-atmans;Arábica;Atmans;Guatemala;Bourbon, Geisha;Los Manantiales;Los Manantiales (Atmans) trae un perfil que recuerda a chocolate y especias suaves. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. Si te van los perfiles finos y florales, este va directo a tu lista de favoritos.;;;frutos secos, definido, brillante, equilibrio, toffee;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1918-large_default/specialty-coffee-from-brazil-single-atmans-coffee.jpg;https://cafegourmet.es/en/espresso/specialty-coffee-from-brazil-single-atmans-coffee.html
CG-51845;Arábica;Mundo Novo Coffee;Colombia;Tabi, Caturra;El Nevado;El Nevado (Mundo Novo Coffee) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;cacao, manzana, definido, panela, taza limpia;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1917-large_default/specialty-coffee-el-nevado-colombia-mundo-novo.jpg;https://cafegourmet.es/en/omni-roast/specialty-coffee-from-colombia-el-nevado-mundo-novo.html
CG-62957;Arábica;Wattios Coffee;Brazil;;Sterrato;Sterrato (Wattios Coffee) trae un perfil que recuerda a chocolate con leche y nuez. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;equilibrio, avellana, caramelo, nuez, dulzor;grano;si;medio;No especificado;;media;8;8;8;6;10;8;10;58;;https://cafegourmet.es/1697-large_default/specialty-coffee-sterrato-brazil-wattios-coffee.jpg;https://cafegourmet.es/en/espresso/specialty-coffee-from-brazil-sterrato-wattios.html
CG-89105;Arábica;Sensorial Coffee Roasters;El Salvador;Marsellesa;Marsellesa;Marsellesa (Sensorial Coffee Roasters) trae un perfil que recuerda a textura sedosa y dulzor. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. De los que ganan puntos a medida que se enfría la taza.;;;final largo, taza limpia, cacao, textura sedosa, brillante;grano;si;medio;lavado;;fina;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1811-home_default/specialty-coffee-from-el-salvador-marsellesa-sensorial.jpg;https://cafegourmet.es/en/el-salvador/specialty-coffee-from-el-salvador-marsellesa-sensorial.html
CG-98891;Arábica;Sensorial Coffee Roasters;Brazil;Catuaí;Santa Cecilia;Santa Cecilia (Sensorial Coffee Roasters) trae un perfil que recuerda a chocolate con leche y nuez. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. De los que ganan puntos a medida que se enfría la taza.;;;dulzor, avellana, chocolate con leche, caramelo, nuez;grano;si;medio;natural;;media;10;8;8;6;10;6;10;58;;https://cafegourmet.es/1835-large_default/specialty-coffee-from-brazil-santa-cecilia-sensorial.jpg;https://cafegourmet.es/en/brazil/specialty-coffee-from-brazil-santa-cecilia-sensorial.html
CG-72138;Arábica;atmans | Coffee Curators;Costa Rica;Caturra;Blaq Soul;Blaq Soul (atmans | Coffee Curators) trae un perfil que recuerda a dulzor brillante y fruta limpia. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida). De los que ganan puntos a medida que se enfría la taza.;;;definido, brillante, equilibrio, fruta de hueso, fruta madura;grano;si;medio;lavado, natural;;media;10;8;10;10;10;8;10;66;;https://cafegourmet.es/1602-medium_default/specialty-coffee-from-costa-rica-blaq-soul-atmans-coffee.jpg;https://cafegourmet.es/en/costa-rica/specialty-coffee-from-costa-rica-blaq-soul-atmans-coffee.html
CG-49225;Arábica;atmans | Coffee Curators;Costa Rica;Milenio;Black Diamond;Black Diamond (atmans | Coffee Curators) trae un perfil que recuerda a dulzor brillante y fruta limpia. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;cuerpo, fruta madura, cítrico, equilibrio, taza limpia;grano;si;medio;natural;;media;10;8;8;8;10;6;10;60;;https://cafegourmet.es/1487-home_default/specialty-coffee-from-costa-rica-black-diamond-atmans-coffee.jpg;https://cafegourmet.es/en/costa-rica/specialty-coffee-from-costa-rica-black-diamond-atmans-coffee.html
CG-41677;Mezcla;Gigante Coffee;Colombia;Mezcla;The Original;The Original (Gigante Coffee) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. Con una selección cuidada que se nota en aroma y final.;;;manzana, dulzor, fruta tropical, brillante, caramelo;grano;si;medio;lavado;;fina;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1477-home_default/specialty-coffee-from-colombia-the-original-gigante-coffee.jpg;https://cafegourmet.es/en/colombia/specialty-coffee-from-colombia-the-original-gigante.html
CG-85177;Arábica;FLOCO COFFEE ROASTERS;Colombia;Bourbon, Caturra;La Roma;La Roma (FLOCO COFFEE ROASTERS) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Hecho para empezar el día con una sonrisa (y una taza sólida). Dulzor clásico y redondo, muy fácil de disfrutar.;;;caramelo, cacao, equilibrio, dulzor, brillante;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1656-home_default/specialty-coffee-from-colombia-la-roma-floco.jpg;https://cafegourmet.es/en/omni-roast/specialty-coffee-from-colombia-la-roma-floco.html
CG-pink-bourbon-colombia-gigante;Arábica;Gigante Coffee;Colombia; Bourbon;The Pink Bourbon;The Pink Bourbon (Gigante Coffee) trae un perfil que recuerda a equilibrio dulce y limpio. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. Dulzor clásico y redondo, muy fácil de disfrutar.;;;dulzor, manzana, cuerpo, fruta madura, panela;grano;si;Medio;natural;;media;10;8;8;8;10;6;10;60;;https://cafegourmet.es/1788-large_default/specialty-coffee-from-colombia-pink-bourbon-gigante.jpg;https://cafegourmet.es/en/colombia/specialty-coffee-from-colombia-pink-bourbon-gigante.html
CG-the-blue-one-costa-rica-gigante;Arábica;Gigante Coffee;Costa Rica;Centroamerica;SPECIALTY COFFEE from COSTA RICA The Blue One;SPECIALTY COFFEE from COSTA RICA The Blue One (Gigante Coffee) trae un perfil que recuerda a dulzor brillante y fruta limpia. Su proceso honey lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;cítrico, equilibrio, floral, taza limpia, miel;grano;si;Medio;honey;;media;10;8;8;8;10;8;10;62;;https://cafegourmet.es/1793-large_default/specialty-coffee-from-costa-rica-the-blue-one-gigante.jpg;https://cafegourmet.es/en/costa-rica/specialty-coffee-from-costa-rica-the-blue-one-gigante.html
CG-guatemala-huehuetenango-female-producers-afortunato;Arábica;Afortunato;Guatemala;Bourbon, Catimor, Caturra, Maragogype, Pache;Specialty Coffee from Guatemala;Specialty Coffee from Guatemala (Afortunato) trae un perfil que recuerda a chocolate y especias suaves. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter luminoso y aromático, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. Dulzor clásico y redondo, muy fácil de disfrutar.;;;especias dulces, dulzor, brillante, caramelo, definido;grano;si;ligero;lavado;;media;10;8;10;10;6;10;8;62;;https://cafegourmet.es/1452-large_default/female-producers-huehuetenango-guatemala-afortunato.jpg;https://cafegourmet.es/en/guatemala/female-producers-huehuetenango-guatemala-afortunato.html
CG-peru-geisha-mundo-novo;Arábica;Mundo Novo Coffee;Perú;Geisha;SPECIALTY COFFEE from PERU;SPECIALTY COFFEE from PERU (Mundo Novo Coffee) trae un perfil que recuerda a equilibrio y sabor fácil. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Si te van los perfiles finos y florales, este va directo a tu lista de favoritos.;;;brillante, floral, cacao, definido, elegante;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1603-large_default/specialty-coffee-from-peru-geisha-mundo-novo.jpg;https://cafegourmet.es/en/peru/specialty-coffee-from-peru-geisha-mundo-novo.html
CG-pedal-peru-wattios;Arábica;Wattios Coffee;Perú;;Specialty Coffee from PERU Pedal;Specialty Coffee from PERU Pedal (Wattios Coffee) trae un perfil que recuerda a una taza versátil y disfrutona. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;cacao, caramelo, dulzor, equilibrado, frutos secos;grano;si;medio;No especificado;;media;8;8;8;8;8;8;8;56;;https://cafegourmet.es/1373-large_default/specialty-coffee-from-peru-pedal-wattios.jpg;https://cafegourmet.es/en/peru/specialty-coffee-from-peru-pedal-wattios.html
CG-zarza-aji-colombia-atmans;Arábica;Atmans Coffee;Colombia;Bourbon;SPECIALTY COFFEE from COLOMBIA Zarza Aji;SPECIALTY COFFEE from COLOMBIA Zarza Aji (Atmans Coffee) trae un perfil que recuerda a equilibrio dulce y limpio. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Hecho para empezar el día con una sonrisa (y una taza sólida). Dulzor clásico y redondo, muy fácil de disfrutar.;;;dulzor, equilibrio, manzana, panela, taza limpia;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1756-large_default/specialty-coffee-from-colombia-zarza-aji-atmans.jpg;https://cafegourmet.es/en/colombia/specialty-coffee-from-colombia-zarza-aji-atmans.html
CG-acevedo-colombia-sensorial;Arábica;Sensorial;Colombia;Caturra;Acevedo Colombian Specialty Coffee;Acevedo Colombian Specialty Coffee (Sensorial) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;manzana, taza limpia, cacao, definido, equilibrio;grano;si;Medio;lavado;;fina;8;8;10;10;8;10;8;62;;https://cafegourmet.es/1904-large_default/acevedo-colombian-specialty-coffee-sensorial.jpg;https://cafegourmet.es/en/colombia/acevedo-colombian-specialty-coffee-sensorial.html
CG-ashera-colombia-salem;Arábica;Salem;Colombia;Castillo, Caturra, Colombia;Arabica Coffee from Colombia Ashera;Arabica Coffee from Colombia Ashera (Salem) trae un perfil que recuerda a panela y cacao. Su fermentación anaeróbica lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;cacao, vino, dulzor, taza limpia, definido;grano;si;Medio;lavado, anaeróbico;;media;10;10;10;10;8;10;8;66;;https://cafegourmet.es/1864-large_default/arabica-coffee-from-colombia-ashera-salem.jpg;https://cafegourmet.es/en/colombia/arabica-coffee-from-colombia-ashera-salem.html
